,id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14
1802,2565,0,1,1,0,14,9,24,9.94,1,8.0,0,86498,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,9,1,1,,1,,1.0,1,,,400.0,1,0,0,,0.0,20.0,,5.0,,5.0,1.0
1803,2570,0,1,1,0,13,13,34,14.0,0,12.0,0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.46302946,6.03193866,2,0,1,1.0,1,1.0,1.0,1,641.0,479.0,684.0,0,0,0,0.0,0.0,45.0,106.0,1.0,1.0,1.0,1.0
1804,2571,0,1,1,0,8,8,25,9.94,1,8.0,0,86498,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,9,1,1,,1,,1.0,1,,,,1,0,0,,0.0,23.0,,6.0,,6.0,0.0
1805,2572,0,1,1,0,12,11,27,8.0,0,10.0,0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,8,0,1,,1,,1.0,1,,,1189.0,1,0,0,,0.0,24.0,87.0,1.0,,1.0,1.0
1806,2574,0,1,1,0,16,12,28,12.0,0,9.0,0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,6.45053911,5,1,1,1.0,1,1.0,1.0,1,77.0,728.0,865.0,0,0,0,0.0,0.0,37.0,98.0,4.0,1.0,1.0,1.0
1807,2575,0,1,1,0,16,11,26,12.0,0,9.0,0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.1484683,6.54484979,5,1,1,1.0,1,1.0,1.0,1,468.0,800.0,1215.0,0,0,0,0.0,1.0,33.0,90.0,1.0,1.0,1.0,0.0
1808,2576,0,1,1,0,13,9,24,12.0,0,9.0,0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5.95324333,6.13122649,5,1,1,1.0,1,1.0,,1,385.0,529.0,,0,1,1,0.0,,29.0,,6.0,6.0,,0.0
1809,2578,0,1,1,0,12,10,25,11.0,0,12.0,0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.13556489,,6,1,1,,1,,,1,462.0,,,1,1,0,,,25.0,93.0,1.0,,,0.0
1810,2579,0,1,1,0,12,11,27,14.0,0,10.0,0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.453625,,5,0,1,1.0,1,1.0,1.0,1,635.0,,,0,0,0,0.0,,32.0,92.0,1.0,1.0,1.0,1.0
1811,2580,0,1,1,0,12,10,26,14.0,0,10.0,0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5.99146455,5.91232723,5,0,0,0.0,0,0.0,0.0,1,400.0,425.0,500.0,0,0,0,0.0,0.0,22.0,101.0,1.0,1.0,1.0,1.0
1812,2581,0,1,1,0,13,10,27,12.0,0,10.0,0,420051,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.63331843,6.45465152,5,0,1,1.0,1,1.0,1.0,1,760.0,731.0,,0,0,0,0.0,0.0,27.0,100.0,1.0,1.0,1.0,1.0
1813,2582,0,1,1,0,16,13,29,9.94,1,18.0,0,501027,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,,6.37198339,4,0,1,1.0,1,1.0,1.0,1,,673.0,1322.0,0,0,0,0.0,0.0,43.0,128.0,4.0,4.0,4.0,1.0
1814,2583,0,1,1,0,13,12,27,12.0,0,10.0,0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.32793678,6.37938535,5,0,1,1.0,1,1.0,1.0,1,560.0,678.0,873.0,0,0,1,1.0,1.0,35.0,91.0,1.0,1.0,1.0,1.0
1815,2584,0,1,1,0,12,12,34,3.0,0,10.25,1,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.90775528,6.95198017,9,0,1,1.0,1,1.0,1.0,1,1000.0,1202.0,1635.0,0,0,0,0.0,0.0,48.0,95.0,1.0,1.0,1.0,1.0
1816,2585,1,1,1,0,12,9,26,7.0,0,8.0,0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,5.60644125,8,0,1,1.0,1,1.0,1.0,1,,313.0,417.0,0,0,0,0.0,0.0,30.0,80.0,6.0,6.0,6.0,0.0
1817,2586,1,1,1,0,8,8,32,6.0,0,6.0,0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,8,0,1,1.0,1,1.0,1.0,1,,,,0,0,0,0.0,0.0,28.0,,1.0,1.0,1.0,0.0
1818,2587,1,1,1,0,11,10,28,6.0,0,6.0,0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.05208917,6.17015634,8,0,1,1.0,1,1.0,1.0,1,425.0,550.0,472.0,0,0,0,0.0,0.0,24.0,71.0,1.0,1.0,1.0,0.0
1819,2589,1,1,1,0,12,12,30,9.94,1,9.0,0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,6.01859321,5.93097579,9,1,1,1.0,1,1.0,1.0,1,411.0,433.0,667.0,0,0,0,0.0,0.0,28.0,89.0,1.0,1.0,1.0,0.0
1820,2591,1,1,1,0,11,8,25,9.94,1,3.0,0,91137,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,5.18738581,,9,0,1,1.0,1,1.0,1.0,1,179.0,,,0,0,0,0.0,0.0,12.0,67.0,1.0,5.0,5.0,1.0
1821,2593,1,1,1,0,18,16,32,14.0,0,12.0,0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.92692603,5.98710724,2,0,1,1.0,1,1.0,1.0,1,375.0,458.0,,0,0,0,0.0,0.0,44.0,96.0,1.0,1.0,1.0,0.0
1822,2594,1,1,1,0,18,13,28,16.0,0,12.0,0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7.1685799,7.30390174,2,0,1,1.0,1,1.0,1.0,1,1298.0,1709.0,1678.0,0,0,0,0.0,0.0,45.0,127.0,6.0,1.0,1.0,1.0
1823,2595,1,1,1,0,15,13,30,8.0,0,14.0,0,158714,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.16541785,6.44087719,6,1,1,1.0,0,0.0,1.0,1,476.0,721.0,682.0,0,0,0,0.0,0.0,40.0,,1.0,1.0,1.0,1.0
1824,2596,1,1,1,0,16,11,27,8.0,0,8.0,0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.65286303,6.68569809,8,0,1,1.0,1,1.0,1.0,1,775.0,921.0,1039.0,0,0,0,0.0,0.0,43.0,114.0,6.0,6.0,6.0,1.0
1825,2597,1,1,1,0,12,11,27,10.0,0,10.0,0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6.57088296,,7,0,1,,1,,,1,714.0,,,1,1,1,,,37.0,112.0,1.0,,,1.0
1826,2599,1,1,1,0,12,9,31,11.0,0,6.0,0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,,6.12363632,8,1,1,1.0,1,1.0,1.0,1,,525.0,967.0,0,0,0,0.0,0.0,28.0,,5.0,5.0,5.0,0.0
1827,2600,1,1,1,0,10,10,28,9.94,1,9.0,0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,6.06145692,6.1518072,9,1,1,1.0,1,1.0,1.0,1,429.0,540.0,625.0,0,0,0,0.0,0.0,34.0,57.0,4.0,1.0,1.0,0.0
1828,2602,1,1,1,0,13,8,24,10.0,0,11.0,0,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6.07534603,6.21808032,7,1,1,1.0,1,1.0,1.0,1,435.0,577.0,520.0,0,0,0,0.0,0.0,26.0,,6.0,6.0,6.0,1.0
1829,2603,1,1,1,0,13,10,26,9.94,1,7.0,0,93751,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,6.77422389,6.74982937,9,0,1,1.0,1,1.0,1.0,1,875.0,982.0,1250.0,0,0,0,0.0,0.0,30.0,102.0,1.0,1.0,1.0,1.0
1830,2604,1,1,1,0,14,14,33,9.94,1,11.0,0,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6.04973346,,9,1,1,,1,,,1,424.0,,,1,1,0,,,29.0,103.0,5.0,,,0.0
1831,2605,1,1,1,0,12,9,25,9.94,1,11.0,0,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.92692603,6.16651334,9,1,1,1.0,1,1.0,1.0,1,375.0,548.0,625.0,0,0,0,0.0,0.0,34.0,,6.0,6.0,6.0,0.0
1832,2606,1,1,1,0,12,9,25,9.94,1,10.25,1,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.19236249,6.48031126,9,1,1,1.0,1,1.0,1.0,1,489.0,750.0,1000.0,0,0,0,0.0,0.0,23.0,,1.0,1.0,1.0,0.0
1833,2607,1,1,1,0,15,9,24,12.0,0,7.0,0,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6.13556489,6.18638753,5,1,1,1.0,1,1.0,1.0,1,462.0,559.0,,0,0,0,0.0,0.0,30.0,102.0,1.0,1.0,1.0,0.0
1834,2608,1,1,1,0,12,12,34,8.0,0,10.25,1,577458,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.82894562,,9,1,1,1.0,1,1.0,1.0,1,340.0,,,0,0,0,0.0,0.0,33.0,,1.0,1.0,1.0,0.0
1835,2610,1,1,1,0,12,12,30,9.94,1,12.0,0,501027,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,6.36475076,6.48164371,4,0,1,1.0,1,1.0,1.0,1,581.0,751.0,1056.0,0,0,0,0.0,0.0,45.0,,1.0,1.0,1.0,0.0
1836,2611,1,1,1,0,12,12,27,7.0,0,12.0,0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.2441669,6.31070848,6,0,1,1.0,1,1.0,1.0,1,515.0,633.0,760.0,0,0,0,0.0,0.0,34.0,88.0,1.0,1.0,1.0,1.0
1837,2612,1,1,1,0,12,10,25,7.0,0,12.0,0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.95939851,6.90339797,6,0,1,1.0,1,1.0,1.0,1,1053.0,1145.0,1154.0,0,0,0,0.0,0.0,32.0,88.0,1.0,1.0,1.0,1.0
1838,2613,1,1,1,0,12,12,30,10.0,0,11.0,0,610438,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6.1633148,,7,1,1,1.0,1,1.0,1.0,1,475.0,,,0,0,0,0.0,0.0,26.0,,1.0,4.0,4.0,1.0
1839,2618,1,1,1,0,18,17,32,14.0,0,9.0,0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7.31455283,7.27118993,5,0,1,1.0,1,1.0,1.0,1,1502.0,1654.0,1923.0,0,0,0,0.0,0.0,53.0,132.0,1.0,1.0,1.0,1.0
1840,2619,1,1,1,0,15,15,33,12.0,0,14.0,0,411911,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.86901445,7.06513057,2,0,1,1.0,0,0.0,0.0,1,962.0,1346.0,1603.0,0,0,0,0.0,0.0,45.0,110.0,4.0,4.0,4.0,1.0
1841,2620,1,1,1,0,15,14,30,14.0,0,18.0,0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.43807931,5.56402053,1,1,1,1.0,1,1.0,,1,230.0,300.0,,0,1,0,0.0,,32.0,90.0,4.0,4.0,,1.0
1842,2621,1,1,1,0,18,14,29,14.0,0,18.0,0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.62007321,6.40702347,1,1,1,1.0,1,1.0,1.0,1,750.0,697.0,793.0,0,0,0,0.0,0.0,28.0,96.0,1.0,1.0,1.0,1.0
1843,2622,1,1,1,0,15,10,26,12.0,0,12.0,0,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.4161004,5.94245697,3,1,1,1.0,1,1.0,,1,225.0,438.0,,0,1,0,0.0,,29.0,83.0,1.0,5.0,,0.0
1844,2626,1,1,1,0,13,10,26,12.0,0,10.25,1,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.80211838,,5,1,1,,1,,,1,331.0,,,1,1,0,,,32.0,86.0,1.0,,,1.0
1845,2627,1,1,1,0,11,8,26,9.94,1,10.25,1,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.98393628,6.3630281,9,1,1,1.0,1,1.0,,1,397.0,667.0,,0,1,0,0.0,,28.0,,1.0,1.0,,0.0
1846,2628,1,1,1,0,10,9,34,10.0,0,10.25,1,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.62007321,6.71670004,9,0,1,1.0,1,1.0,1.0,1,750.0,950.0,875.0,0,0,0,0.0,0.0,45.0,94.0,1.0,1.0,1.0,1.0
1847,2629,1,1,1,0,12,9,25,8.0,0,12.0,0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.10924758,6.21981193,6,0,1,1.0,1,1.0,1.0,1,450.0,578.0,750.0,0,0,0,0.0,0.0,20.0,86.0,1.0,1.0,1.0,1.0
1848,2630,1,1,1,0,12,12,30,6.0,0,12.0,0,501027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,6,0,1,1.0,1,1.0,1.0,1,,,,0,0,0,0.0,0.0,51.0,104.0,1.0,1.0,1.0,0.0
1849,2631,1,1,1,0,11,11,28,15.0,0,12.0,0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,5.96948564,2,0,1,1.0,1,1.0,1.0,1,,450.0,,0,0,0,0.0,0.0,39.0,108.0,5.0,5.0,5.0,1.0
1850,2632,1,1,1,0,18,14,32,9.94,1,12.0,0,370720,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,4,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,52.0,95.0,4.0,1.0,1.0,1.0
1851,2633,1,1,1,0,13,10,25,9.0,0,7.0,0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.76272951,6.77794367,8,1,1,1.0,1,1.0,1.0,1,865.0,1010.0,1442.0,0,0,0,0.0,0.0,40.0,110.0,1.0,1.0,4.0,1.0
1852,2634,1,1,1,0,8,7,24,9.0,0,10.0,0,91137,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.28226675,,7,0,1,,1,,,1,535.0,,,1,1,0,,,31.0,,6.0,,,1.0
1853,2636,1,1,1,0,16,12,27,12.0,0,8.0,0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.74051936,,5,0,1,1.0,0,0.0,0.0,1,846.0,,,0,0,0,0.0,0.0,29.0,114.0,1.0,1.0,1.0,1.0
1854,2637,1,1,1,0,16,10,26,12.0,0,8.0,0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.63200178,6.40702347,5,0,1,1.0,0,0.0,0.0,1,759.0,697.0,865.0,0,0,0,0.0,0.0,39.0,130.0,6.0,1.0,1.0,1.0
1855,2638,1,1,1,0,16,9,24,12.0,0,8.0,0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.39692966,,5,0,1,1.0,1,1.0,1.0,1,600.0,,,0,0,0,1.0,0.0,40.0,119.0,6.0,1.0,1.0,1.0
1856,2639,1,1,1,0,16,9,24,12.0,0,8.0,0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,5,0,1,1.0,1,1.0,1.0,1,,,708.0,0,0,0,1.0,1.0,38.0,117.0,6.0,6.0,6.0,1.0
1857,2640,1,1,1,0,12,12,34,8.0,0,10.25,1,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.93731408,,9,0,1,,1,,,1,1030.0,,,1,1,0,,,26.0,94.0,1.0,,,1.0
1858,2642,1,1,1,0,14,12,32,10.0,0,8.0,0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.77536609,6.98712887,8,0,1,1.0,1,1.0,1.0,1,876.0,1245.0,1569.0,0,0,0,1.0,1.0,52.0,125.0,1.0,1.0,1.0,1.0
1859,2645,1,1,1,0,12,10,32,9.94,1,10.25,1,370720,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.34212142,6.28186033,9,0,1,1.0,1,1.0,1.0,1,568.0,615.0,705.0,0,0,0,0.0,0.0,44.0,100.0,1.0,1.0,1.0,0.0
1860,2646,1,1,1,0,16,10,25,14.0,0,14.0,0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.27852142,,1,0,1,1.0,1,1.0,1.0,1,533.0,,,0,0,0,0.0,0.0,27.0,108.0,6.0,6.0,6.0,1.0
1861,2649,1,1,1,0,12,8,25,10.0,0,8.0,0,372835,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,6.17586727,,8,0,1,1.0,1,1.0,1.0,1,481.0,,500.0,0,0,0,0.0,0.0,38.0,,1.0,1.0,1.0,1.0
1862,2652,1,1,1,0,12,11,28,9.94,1,11.0,0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,6.4035742,,9,1,1,,1,,1.0,1,604.0,,775.0,1,0,1,,0.0,39.0,83.0,1.0,,5.0,1.0
1863,2657,1,1,1,0,12,12,27,12.0,0,12.0,0,426142,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,6.48768402,,3,0,1,1.0,1,1.0,1.0,1,657.0,,,0,0,0,0.0,0.0,32.0,86.0,1.0,1.0,1.0,1.0
1864,2659,1,1,1,0,12,11,31,9.94,1,12.0,0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.43775165,6.76799334,4,0,1,1.0,1,1.0,1.0,1,625.0,1000.0,1000.0,0,0,0,0.0,0.0,36.0,101.0,1.0,1.0,1.0,0.0
1865,2661,1,1,1,0,12,9,29,9.94,1,10.0,0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5.6347896,6.07484616,9,1,1,1.0,1,1.0,1.0,1,280.0,500.0,,0,0,0,0.0,,16.0,70.0,1.0,1.0,1.0,1.0
1866,2665,1,1,1,0,10,10,28,8.0,0,7.0,0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.2146081,6.41843586,8,0,1,1.0,1,1.0,1.0,1,500.0,705.0,875.0,0,0,0,0.0,0.0,27.0,75.0,1.0,1.0,1.0,0.0
1867,2666,1,1,1,0,12,10,26,8.0,0,7.0,0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.28226675,6.09856268,8,0,1,1.0,1,1.0,1.0,1,535.0,512.0,750.0,0,0,1,1.0,0.0,24.0,105.0,1.0,1.0,1.0,0.0
1868,2667,1,1,1,0,10,9,26,9.94,1,10.25,1,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.70686234,6.76799334,9,0,1,1.0,1,1.0,1.0,1,818.0,1000.0,,0,0,0,0.0,0.0,28.0,85.0,1.0,5.0,4.0,0.0
1869,2668,1,1,1,0,10,8,34,9.94,1,10.25,1,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.43615037,6.43670763,9,0,1,1.0,1,1.0,0.0,1,624.0,718.0,924.0,0,0,0,0.0,0.0,33.0,,1.0,1.0,1.0,0.0
1870,2669,1,1,1,0,10,10,28,9.94,1,9.0,0,378045,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,6.4035742,6.63102748,9,0,1,1.0,1,1.0,1.0,1,604.0,872.0,852.0,0,0,0,0.0,0.0,36.0,89.0,1.0,1.0,1.0,0.0
1871,2670,1,1,1,0,12,10,31,12.0,0,12.0,0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.22455843,6.28995754,3,0,1,1.0,0,0.0,0.0,1,505.0,620.0,770.0,0,0,0,0.0,0.0,25.0,80.0,1.0,1.0,1.0,1.0
1872,2671,1,1,1,0,12,12,30,12.0,0,12.0,0,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.62007321,6.99113689,3,0,1,1.0,0,0.0,0.0,1,750.0,1250.0,1000.0,0,0,0,0.0,0.0,20.0,72.0,1.0,1.0,1.0,0.0
1873,2672,1,1,1,0,12,12,32,11.0,0,8.0,0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.58063914,6.71036422,8,0,1,1.0,0,0.0,0.0,1,721.0,944.0,1164.0,0,0,0,0.0,0.0,43.0,,1.0,1.0,1.0,1.0
1874,2673,1,1,1,0,18,17,32,12.0,0,12.0,0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.51323011,6.64129568,3,0,1,1.0,0,0.0,0.0,1,674.0,881.0,1329.0,0,0,0,0.0,0.0,56.0,115.0,1.0,1.0,1.0,1.0
1875,2674,1,1,1,0,16,16,33,17.0,0,12.0,0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.81673588,7.06513057,2,0,1,1.0,1,1.0,1.0,1,913.0,1346.0,1683.0,0,0,0,0.0,0.0,48.0,115.0,1.0,1.0,1.0,1.0
1876,2675,1,1,1,0,17,12,30,18.0,0,18.0,0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.7787849,6.53732152,1,1,1,1.0,1,1.0,1.0,0,879.0,794.0,1010.0,0,0,1,0.0,0.0,40.0,102.0,1.0,1.0,1.0,1.0
1877,2677,1,1,1,0,12,10,26,8.0,0,13.0,0,88672,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,6.05678401,7.69621264,6,1,1,1.0,1,1.0,1.0,1,427.0,2530.0,1250.0,0,0,1,0.0,1.0,27.0,,1.0,1.0,1.0,1.0
1878,2678,1,1,1,0,8,6,24,12.0,0,12.0,0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.67456139,,3,1,1,,1,,1.0,1,792.0,,850.0,1,0,0,,0.0,29.0,,1.0,,5.0,1.0
1879,2679,1,1,1,0,14,13,29,10.0,0,10.0,0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.78996017,,7,1,1,,1,,1.0,1,327.0,,,1,0,1,,0.0,44.0,99.0,4.0,,4.0,1.0
1880,2682,1,1,1,0,10,10,30,9.94,1,10.25,1,158714,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5.74620319,5.78716408,9,1,1,1.0,1,1.0,1.0,1,313.0,375.0,,0,0,0,0.0,0.0,39.0,,5.0,5.0,5.0,0.0
1881,2683,1,1,1,0,16,12,34,14.0,0,12.0,0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.66695679,6.89021097,2,1,1,1.0,0,0.0,0.0,1,786.0,1130.0,1282.0,0,0,0,0.0,0.0,34.0,,1.0,1.0,1.0,1.0
1882,2685,1,1,1,0,18,17,32,14.0,0,12.0,0,90620,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,2,0,1,1.0,0,0.0,,1,,,,0,1,0,0.0,,41.0,113.0,1.0,1.0,,1.0
1883,2686,1,1,1,0,18,17,31,14.0,0,12.0,0,122473,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.82008293,,2,0,1,1.0,0,0.0,0.0,1,337.0,,,0,0,0,0.0,0.0,40.0,107.0,1.0,1.0,1.0,1.0
1884,2687,1,1,1,0,10,10,30,9.94,1,4.0,0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5.95324333,,9,1,1,,1,,,1,385.0,,,1,1,0,,,27.0,66.0,6.0,,,1.0
1885,2689,1,1,1,0,16,12,27,8.0,0,8.0,0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.27098843,6.08479649,8,1,1,1.0,1,1.0,1.0,1,529.0,505.0,577.0,0,0,0,0.0,0.0,47.0,108.0,5.0,5.0,5.0,1.0
1886,2690,1,1,1,0,10,9,33,9.94,1,10.25,1,127041,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.06145692,,9,1,0,,1,,,1,429.0,,,1,1,0,,,37.0,,1.0,,,0.0
1887,2691,1,1,1,0,12,12,27,7.0,0,7.0,0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6.8916259,,8,0,0,,0,,,1,984.0,,,1,1,0,,,36.0,94.0,2.0,,,0.0
1888,2692,1,1,1,0,12,12,34,3.0,0,8.0,0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.70563909,6.67697394,8,0,1,1.0,1,1.0,1.0,1,817.0,913.0,685.0,0,0,0,0.0,0.0,27.0,93.0,6.0,6.0,6.0,0.0
1889,2695,1,1,1,0,14,13,32,7.0,0,8.0,0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.61338422,6.49487142,8,1,1,1.0,1,1.0,1.0,1,745.0,761.0,921.0,0,0,0,0.0,0.0,,,1.0,1.0,1.0,0.0
1890,2697,1,1,1,0,10,6,24,4.0,0,0.0,0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5.84354442,5.91232723,8,1,1,1.0,1,1.0,1.0,1,345.0,425.0,325.0,0,0,0,0.0,0.0,31.0,,6.0,6.0,6.0,1.0
1891,2698,1,1,1,0,17,14,29,18.0,0,17.0,0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,6.67258315,1,1,1,1.0,0,0.0,0.0,1,,909.0,,0,0,0,0.0,0.0,41.0,121.0,6.0,6.0,6.0,1.0
1892,2702,1,1,1,0,14,14,34,9.94,1,12.0,0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.31716469,6.69111229,4,1,1,1.0,1,1.0,1.0,1,554.0,926.0,1296.0,0,0,1,0.0,0.0,43.0,,1.0,1.0,1.0,1.0
1893,2707,1,1,1,0,13,9,24,6.0,0,12.0,0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.57215403,,6,1,1,,1,,1.0,1,263.0,,290.0,1,0,0,,0.0,28.0,85.0,6.0,,1.0,1.0
1894,2708,1,1,1,0,18,14,32,16.0,0,16.0,0,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.61338422,6.67697394,1,1,1,1.0,1,1.0,1.0,1,745.0,913.0,885.0,0,0,0,0.0,0.0,40.0,99.0,1.0,1.0,1.0,0.0
1895,2710,1,1,1,0,17,12,29,13.0,0,13.0,0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.51174533,6.67697394,1,1,1,1.0,1,1.0,1.0,0,673.0,913.0,962.0,0,0,0,1.0,0.0,42.0,,6.0,1.0,1.0,1.0
1896,2712,1,1,1,0,17,17,32,14.0,0,13.0,0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,6.58063914,6.65033529,1,1,1,1.0,1,1.0,,1,721.0,889.0,,0,1,0,0.0,,36.0,86.0,5.0,5.0,,1.0
1897,2713,1,1,1,0,13,12,30,9.94,1,11.0,0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,6.08221891,6.9112275,9,1,1,1.0,1,1.0,1.0,1,438.0,1154.0,,0,0,0,0.0,0.0,34.0,,1.0,1.0,5.0,1.0
1898,2719,1,0,0,0,12,11,27,9.94,1,11.0,0,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,,6.07484616,9,1,1,1.0,1,1.0,,1,,500.0,,0,1,0,0.0,,18.0,72.0,1.0,1.0,,0.0
1899,2721,1,0,0,0,12,11,26,9.94,1,12.0,0,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,6.30078579,,4,1,1,,1,,,1,545.0,,,1,1,0,,,32.0,95.0,1.0,,,1.0
